longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-121.34,38.58,18,1631,228,599,228,7.8031,INLAND,267200
-121.34,38.59,23,2912,421,1132,410,5.9174,INLAND,225900
-121.34,38.59,22,3273,480,1151,463,8.05,INLAND,380000
-121.36,38.64,24,6540,1008,2667,1031,5.5632,INLAND,175200
-121.36,38.63,28,6119,985,2631,934,4.875,INLAND,146400
-121.35,38.62,28,4175,796,2032,830,3.4299,INLAND,164000
-121.35,38.61,25,4916,1243,2140,1136,2.5511,INLAND,134100
-121.36,38.61,37,2191,394,951,362,3.8882,INLAND,159500
-121.36,38.62,34,2447,503,1077,456,3.058,INLAND,133000
-121.36,38.63,30,2619,370,940,359,4.7283,INLAND,164500
-121.37,38.64,36,322,48,133,59,4.6111,INLAND,139300
-121.38,38.64,19,4563,1069,2256,926,2.1472,INLAND,143400
-121.37,38.63,32,3658,797,1452,715,2.6623,INLAND,120700
-121.37,38.63,37,494,86,253,99,4.8194,INLAND,141100
-121.37,38.63,30,5996,1018,2532,1049,4.6127,INLAND,151800
-121.37,38.62,27,1743,380,697,368,1.6678,INLAND,166100
-121.38,38.62,34,2352,610,1127,592,2.2,INLAND,116500
-121.38,38.62,41,774,144,356,150,3.5625,INLAND,115300
-121.37,38.62,43,1077,199,447,182,3.0139,INLAND,115600
-121.37,38.61,42,945,193,460,193,3.7569,INLAND,127100
-121.37,38.61,39,823,146,329,144,3.0833,INLAND,114100
-121.38,38.61,27,2375,537,863,452,3.0086,INLAND,126900
-121.39,38.63,30,2930,739,1661,668,2.7813,INLAND,118900
-121.39,38.63,34,1226,180,359,167,3.8068,INLAND,150400
-121.39,38.61,35,2024,359,786,364,2.4632,INLAND,156900
-121.39,38.62,27,5693,1487,2334,1387,2.2844,INLAND,170500
-121.39,38.62,45,2696,624,1059,582,1.8176,INLAND,160900
-121.4,38.63,30,3626,834,1577,806,2.517,INLAND,130400
-121.4,38.63,31,1540,452,1079,444,1.8571,INLAND,98700
-121.4,38.62,28,3671,886,1733,820,2.2292,INLAND,113200
-121.4,38.61,33,3512,825,1515,782,1.9908,INLAND,118800
-121.41,38.62,21,3260,763,1735,736,2.5162,INLAND,97500
-121.42,38.62,33,3171,832,1591,695,2.0786,INLAND,88600
-121.42,38.61,34,1126,256,589,243,2.1776,INLAND,84400
-121.43,38.61,40,1134,252,675,249,1.3696,INLAND,65200
-121.42,38.62,41,1087,272,462,219,2.0224,INLAND,64900
-121.42,38.63,42,1385,273,740,274,2.6055,INLAND,78000
-121.43,38.63,43,1009,225,604,218,1.6641,INLAND,67000
-121.42,38.63,42,2217,536,1203,507,1.9412,INLAND,73100
-121.43,38.62,36,1765,438,1008,382,2.0639,INLAND,73000
-121.44,38.61,41,1404,313,765,330,1.8792,INLAND,63300
-121.41,38.64,41,1578,317,897,333,2.3214,INLAND,66800
-121.41,38.64,38,1384,287,682,280,1.9167,INLAND,64400
-121.42,38.64,42,1720,382,1069,362,1.8611,INLAND,60500
-121.42,38.64,44,1728,367,1042,349,1.6033,INLAND,58500
-121.42,38.65,21,2274,495,1157,445,2.098,INLAND,49800
-121.43,38.65,18,909,198,661,176,3.1696,INLAND,77400
-121.43,38.64,34,2010,411,1501,422,2.0417,INLAND,65900
-121.44,38.64,18,1756,442,837,320,1.125,INLAND,70500
-121.44,38.64,25,1678,367,971,307,1.0398,INLAND,62100
-121.44,38.65,28,1219,240,559,212,3.8295,INLAND,122200
-121.44,38.63,38,1673,399,1116,382,1.3302,INLAND,62200
-121.44,38.63,33,1077,271,753,236,1.3462,INLAND,55900
-121.44,38.63,38,1402,370,970,382,1.6343,INLAND,71000
-121.44,38.62,37,1607,385,972,354,1.9107,INLAND,64700
-121.44,38.62,37,3009,733,1513,588,1.4387,INLAND,61000
-121.45,38.65,5,2680,502,1885,498,2.6369,INLAND,110000
-121.46,38.65,8,3746,767,2161,744,3.2039,INLAND,103400
-121.46,38.65,14,3167,551,1787,533,3.8125,INLAND,92600
-121.45,38.64,23,1481,343,1079,315,1.867,INLAND,60600
-121.46,38.64,20,1517,323,1287,328,1.6607,INLAND,67000
-121.46,38.63,26,3185,658,2444,626,1.56,INLAND,67600
-121.45,38.63,28,1246,295,884,258,1.4397,INLAND,51700
-121.45,38.62,37,1534,315,1147,322,2.5643,INLAND,59800
-121.45,38.62,38,2419,605,1696,503,1.4861,INLAND,63100
-121.45,38.61,32,2436,612,1509,618,1.0424,INLAND,81400
-121.46,38.61,43,705,178,464,159,2.4205,INLAND,60900
-121.46,38.62,35,3326,696,2511,649,1.9871,INLAND,60900
-121.44,38.61,33,1591,466,1000,418,1.0467,INLAND,70100
-121.45,38.6,44,2324,413,823,375,4.6625,INLAND,158900
-121.45,38.61,46,1758,511,1094,484,1.0685,INLAND,70000
-121.46,38.61,43,1111,269,613,290,1.2917,INLAND,66300
-121.46,38.6,29,1978,538,823,490,1.9688,INLAND,135600
-121.45,38.61,34,438,116,263,100,0.9379,INLAND,67500
-121.47,38.63,29,2197,520,1374,483,2.1889,INLAND,69300
-121.47,38.61,31,1072,,781,281,1.6563,INLAND,65800
-121.47,38.61,35,1372,360,850,328,1.6331,INLAND,67500
-121.52,38.65,17,1269,233,494,231,3.9615,INLAND,331300
-121.53,38.61,5,8149,1913,2933,1616,3.6788,INLAND,178800
-121.49,38.63,6,12197,2617,5634,2329,3.7449,INLAND,129300
-121.5,38.62,8,16679,3457,7919,3329,3.7188,INLAND,134500
-121.5,38.61,5,1395,373,638,322,2.6745,INLAND,225000
-121.5,38.63,6,693,143,276,151,3.1944,INLAND,117000
-121.49,38.62,8,15309,2996,7463,2885,3.9143,INLAND,129700
-121.49,38.61,6,4391,974,1982,914,3.4291,INLAND,105300
-121.48,38.62,23,7709,1279,4147,1262,3.8272,INLAND,96600
-121.48,38.61,18,1511,315,1062,304,2.3438,INLAND,89400
-121.51,38.69,28,800,149,450,158,2.1029,INLAND,108600
-121.59,38.69,32,541,82,229,98,8.0379,INLAND,383300
-121.42,38.72,10,3054,528,1932,510,3.0903,INLAND,91900
-121.44,38.73,25,1287,224,727,236,4.7396,INLAND,135500
-121.47,38.72,26,1708,299,911,290,4.0227,INLAND,99800
-121.44,38.71,25,2336,406,1172,408,3.5129,INLAND,101200
-121.42,38.7,10,2562,460,1478,433,4.0625,INLAND,96200
-121.45,38.7,24,2159,369,1141,355,3.9853,INLAND,90400
-121.46,38.7,32,965,183,568,188,3.8611,INLAND,93900
-121.43,38.69,28,927,165,542,148,2.5,INLAND,96200
-121.44,38.68,19,2476,534,1355,463,2.0625,INLAND,94400
-121.42,38.68,32,2118,345,1019,338,3.725,INLAND,112200
-121.41,38.69,28,1601,308,848,305,3.6429,INLAND,105200
-121.44,38.69,24,3124,556,1512,555,3.1942,INLAND,94900
-121.45,38.69,32,2962,526,1542,521,2.2243,INLAND,89200
-121.46,38.68,35,1299,254,705,245,2.8333,INLAND,103000
-121.47,38.68,19,946,182,474,173,5.0155,INLAND,97300
-121.46,38.69,11,3335,658,1963,622,3.3125,INLAND,96800
-121.47,38.7,31,1007,181,563,185,3.625,INLAND,91300
-121.43,38.66,35,1814,367,1076,372,2.7179,INLAND,81100
-121.46,38.66,3,3438,603,1602,554,3.9914,INLAND,120500
-121.4,38.66,50,880,150,1148,148,2.5062,INLAND,112500
-121.37,38.69,29,2103,380,1124,387,3.0833,INLAND,87000
-121.37,38.68,34,1086,187,663,190,3.3074,INLAND,84200
-121.38,38.68,35,1643,298,831,305,4.0673,INLAND,84200
-121.37,38.68,36,1775,296,937,305,3.1786,INLAND,83400
-121.37,38.69,35,1851,327,1007,286,3.2361,INLAND,84000
-121.38,38.69,35,2943,554,1460,510,2.6713,INLAND,84400
-121.39,38.69,38,300,47,154,51,4.0909,INLAND,108300
-121.37,38.69,35,1093,192,590,190,2.7009,INLAND,80200
-121.37,38.68,29,3757,646,2022,611,3.5429,INLAND,88200
-121.37,38.68,35,1620,276,939,277,2.5542,INLAND,72900
-121.38,38.68,35,1565,290,861,277,2.4844,INLAND,77000
-121.38,38.68,40,67,17,50,32,1.7596,INLAND,93800
-121.37,38.67,36,1354,258,771,267,2.2723,INLAND,78800
-121.37,38.67,36,1786,338,974,319,2.555,INLAND,72700
-121.38,38.67,37,2176,460,1067,357,2.3958,INLAND,78400
-121.38,38.67,38,1001,228,597,226,2.2788,INLAND,73400
-121.39,38.67,35,562,174,240,106,0.9338,INLAND,112500
-121.37,38.7,18,3938,649,1861,606,3.6484,INLAND,95000
-121.38,38.7,25,3919,764,2203,783,2.2402,INLAND,89500
-121.39,38.69,30,2897,506,1508,478,3.865,INLAND,88400
-121.37,38.7,26,2230,410,1155,377,3.4911,INLAND,88200
-121.34,38.69,16,2686,516,1553,529,3.7857,INLAND,112700
-121.34,38.69,17,1968,364,996,331,3.7031,INLAND,114300
-121.35,38.68,20,7085,1222,3455,1229,4.3118,INLAND,120000
-121.35,38.68,18,7923,1558,3789,1473,3.5403,INLAND,98600
-121.35,38.72,2,21897,3513,8652,2873,4.5432,INLAND,151300
-121.38,38.71,7,4842,935,2857,907,3.9318,INLAND,133000
-121.4,38.71,15,4680,758,2626,729,3.8355,INLAND,107000
-121.36,38.69,13,6850,1400,4251,1421,3.6989,INLAND,93300
-121.35,38.7,5,14414,2979,7608,2832,3.5802,INLAND,129600
-121.36,38.67,17,2770,684,1471,624,2.3683,INLAND,82500
-121.36,38.67,5,5819,1507,3237,1356,2.2339,INLAND,116600
-121.37,38.66,9,3184,779,1929,769,2.3844,INLAND,86000
-121.36,38.66,22,2878,599,1362,541,2.7955,INLAND,96500
-121.37,38.66,17,4866,1056,2371,1030,2.4574,INLAND,103300
-121.38,38.66,17,3778,939,2393,862,1.8972,INLAND,100500
-121.38,38.65,34,825,173,355,130,3.1858,INLAND,109500
-121.39,38.64,33,1503,282,652,229,3.6937,INLAND,99300
-121.34,38.68,28,3379,552,1543,556,4.2743,INLAND,124000
-121.34,38.67,34,1503,264,731,285,4.0352,INLAND,118500
-121.34,38.67,35,643,117,331,134,3.0417,INLAND,120700
-121.34,38.66,16,3154,860,1837,793,1.9805,INLAND,92900
-121.35,38.66,8,3322,805,1694,774,2.7011,INLAND,130700
-121.34,38.66,17,1149,257,583,243,2.8092,INLAND,137500
-121.34,38.66,18,4164,963,2032,898,2.119,INLAND,133100
-121.35,38.66,24,3313,769,1631,681,2.5556,INLAND,105700
-121.36,38.66,14,756,141,424,155,3.6953,INLAND,116100
-121.37,38.64,27,1672,299,757,282,3.6786,INLAND,159700
-121.35,38.65,20,2498,546,1185,506,3.2243,INLAND,107900
-121.33,38.66,15,4371,908,1842,818,2.7797,INLAND,105500
-121.33,38.65,23,2446,523,1132,513,2.6266,INLAND,198500
-121.34,38.65,27,1595,246,610,253,4.6,INLAND,199000
-121.33,38.65,24,3533,741,1496,723,2.8106,INLAND,183200
-121.34,38.64,12,2772,578,1335,565,3.8068,INLAND,161000
-121.33,38.64,27,2203,493,1158,492,2.4342,INLAND,119500
-121.34,38.64,17,2761,501,1128,482,3.7562,INLAND,139700
-121.34,38.63,13,3033,540,1363,519,4.0036,INLAND,161700
-121.33,38.63,23,1947,409,866,400,2.7181,INLAND,156800
-121.33,38.62,19,1853,415,772,397,2.2574,INLAND,135800
-121.34,38.62,20,4021,864,1658,730,2.4537,INLAND,153000
-121.34,38.61,22,1778,408,875,375,2.6023,INLAND,142200
-121.34,38.61,11,1716,404,722,415,2.0926,INLAND,166100
-121.33,38.61,21,2453,518,1326,505,2.7079,INLAND,148000
-121.34,38.61,20,5801,1148,2586,1063,3.9063,INLAND,162100
-121.33,38.6,25,4260,607,1635,640,6.2817,INLAND,288200
-121.29,38.63,24,2868,527,1284,487,3.3182,INLAND,213000
-121.3,38.63,31,1817,372,992,339,3.0972,INLAND,150000
-121.32,38.63,20,7003,1409,3107,1315,3.0348,INLAND,150500
-121.31,38.62,31,3114,430,1121,456,6.244,INLAND,240000
-121.32,38.62,29,2430,448,1087,394,3.0864,INLAND,177900
-121.32,38.62,33,898,190,470,201,2.6897,INLAND,148300
-121.32,38.61,22,3902,845,1870,763,2.774,INLAND,190200
-121.31,38.61,17,992,151,316,159,6.6238,INLAND,326700
-121.3,38.64,20,5001,830,2330,830,4.0833,INLAND,160000
-121.31,38.64,19,5407,838,1927,804,4.6302,INLAND,195400
-121.32,38.64,19,8501,1558,3576,1467,3.6523,INLAND,158500
-121.31,38.66,27,1713,282,761,295,5.2081,INLAND,136400
-121.31,38.66,26,1604,245,751,267,4.7381,INLAND,140500
-121.32,38.66,26,1149,193,500,194,5.078,INLAND,163400
-121.32,38.66,21,1276,208,501,205,3.95,INLAND,143600
-121.32,38.65,23,2628,499,1210,453,3.0952,INLAND,157700
-121.31,38.65,21,2759,409,1053,374,5.5,INLAND,165700
-121.3,38.66,21,3824,634,1818,600,3.712,INLAND,139000
-121.3,38.66,28,3391,550,1546,553,4.2188,INLAND,139200
-121.3,38.65,26,3192,447,1132,418,4.5278,INLAND,144300
-121.3,38.65,36,1665,293,846,306,3.5852,INLAND,121600
-121.21,38.66,15,6940,1019,2829,990,5.4889,INLAND,232300
-121.21,38.65,14,3443,510,1413,505,5.6529,INLAND,196000
-121.24,38.64,13,4491,689,1657,667,5.259,INLAND,249400
-121.23,38.65,19,2926,476,1349,480,4.6437,INLAND,212900
-121.23,38.66,19,3243,546,1334,515,4.8088,INLAND,169500
-121.24,38.66,14,3335,440,1329,429,6.2082,INLAND,250300
-121.28,38.66,17,7741,1401,3153,1331,3.7869,INLAND,216100
-121.25,38.66,26,3670,556,1616,550,5.02,INLAND,169600
-121.26,38.66,19,3170,444,1344,452,6.1183,INLAND,221600
-121.27,38.66,19,1891,266,678,255,6.1872,INLAND,188700
-121.27,38.66,15,2642,520,1032,475,4.1382,INLAND,189800
-121.25,38.64,21,2764,363,902,360,5.6864,INLAND,258700
-121.26,38.65,17,2655,421,991,384,4.6484,INLAND,270600
-121.27,38.65,25,2787,601,1247,522,2.9016,INLAND,159800
-121.27,38.64,22,1597,280,657,273,4.3098,INLAND,213500
-121.26,38.64,40,1098,175,415,160,4.8375,INLAND,217400
-121.27,38.65,33,1984,289,842,276,5.2949,INLAND,173300
-121.29,38.65,27,2744,464,1340,452,3.8816,INLAND,147300
-121.28,38.64,24,3459,573,1336,544,4.8661,INLAND,186200
-121.28,38.63,36,120,16,30,14,10.2264,INLAND,350000
-121.28,38.64,19,3574,669,1373,643,3.6298,INLAND,242100
-121.28,38.71,8,4053,912,2033,897,2.8973,INLAND,117100
-121.28,38.7,14,5827,1246,2578,1038,3.0212,INLAND,112900
-121.28,38.71,35,3095,594,1550,576,3.575,INLAND,113500
-121.28,38.7,15,5828,1051,2868,1037,3.7813,INLAND,143200
-121.28,38.68,14,11442,2690,6068,2435,2.6016,INLAND,121200
-121.3,38.7,18,7334,1332,3339,1271,3.235,INLAND,124700
-121.3,38.69,21,6575,1105,3358,1098,4.0739,INLAND,115400
-121.32,38.69,11,13796,2372,6000,2250,3.8776,INLAND,124500
-121.33,38.68,13,5826,1411,2244,1219,1.9093,INLAND,142900
-121.3,38.71,17,5434,1106,2755,1047,2.8226,INLAND,99900
-121.29,38.71,32,1875,361,1027,343,3.5769,INLAND,103800
-121.3,38.72,15,2514,482,1166,503,2.2813,INLAND,131900
-121.31,38.72,11,2306,420,1308,418,3.9506,INLAND,122200
-121.32,38.71,14,4594,774,2474,782,4.5245,INLAND,127500
-121.31,38.71,18,3998,744,2071,660,4.3836,INLAND,102000
-121.32,38.7,17,3214,551,1879,562,4.3643,INLAND,124900
-121.32,38.7,16,2966,578,1365,480,3.2444,INLAND,118400
-121.32,38.7,16,3592,642,1740,629,3.0703,INLAND,126000
-121.33,38.7,15,2226,421,1004,417,2.7868,INLAND,117800
-121.33,38.69,15,3137,509,1635,544,4.6923,INLAND,122700
-121.32,38.68,25,1252,207,587,217,3.5893,INLAND,146400
-121.32,38.67,10,3908,890,1898,798,2.8426,INLAND,130600
-121.32,38.67,21,3455,706,1605,704,3.1382,INLAND,91600
-121.31,38.67,26,1387,226,807,244,4.1563,INLAND,135700
-121.33,38.67,17,2683,704,1410,659,1.962,INLAND,130200
-121.33,38.66,17,2767,584,1275,568,2.5909,INLAND,125400
-121.31,38.67,27,1998,353,970,343,4.8224,INLAND,115500
-121.32,38.67,31,2532,479,1396,467,4.0417,INLAND,114500
-121.29,38.68,12,5098,1094,2029,1065,3.5444,INLAND,132500
-121.3,38.69,13,2135,429,779,432,3.6995,INLAND,134900
-121.31,38.68,16,5179,1271,2181,1151,2.1009,INLAND,82500
-121.31,38.68,22,1194,207,545,223,3.8603,INLAND,134300
-121.3,38.67,15,4018,850,2070,814,3.0733,INLAND,119800
-121.3,38.68,19,2655,438,1253,454,5.2817,INLAND,140600
-121.3,38.67,20,1234,208,649,211,4.8523,INLAND,143000
-121.3,38.66,32,2915,492,1292,454,3.3188,INLAND,117100
-121.3,38.67,23,2145,340,1022,349,4.2037,INLAND,125400
-121.27,38.7,16,3747,586,1817,590,4.6488,INLAND,145300
-121.27,38.69,16,3389,597,1674,568,4.4489,INLAND,145600
-121.26,38.68,4,3080,827,1195,683,2.7477,INLAND,133000
-121.24,38.7,13,3243,488,1585,480,5.7133,INLAND,166800
-121.25,38.7,16,3262,533,1794,543,4.2464,INLAND,144400
-121.26,38.69,17,3917,638,1809,564,5.2586,INLAND,137000
-121.25,38.69,17,3050,481,1490,489,4.5562,INLAND,134500
-121.25,38.69,24,1014,185,606,194,4.1607,INLAND,112800
-121.24,38.68,20,1402,236,676,236,3.7426,INLAND,135500
-121.25,38.68,15,1497,243,730,242,4.9688,INLAND,135600
-121.26,38.68,13,4256,619,1948,622,5.2051,INLAND,167400
-121.25,38.68,13,503,70,267,77,6.1943,INLAND,276100
-121.25,38.67,14,6155,1034,2407,941,4.2262,INLAND,244300
-121.26,38.67,18,1830,313,905,361,4.2273,INLAND,141800
-121.27,38.67,16,3185,886,1550,802,2.5199,INLAND,149000
-121.26,38.66,8,1145,241,447,216,4.0781,INLAND,124300
-121.27,38.67,15,2116,524,866,519,2.7388,INLAND,111600
-121.27,38.67,15,1701,346,723,352,3.8906,INLAND,128700
-121.28,38.68,16,3467,615,1478,601,3.75,INLAND,147300
-121.28,38.67,23,1727,264,833,258,5.4797,INLAND,160000
-121.28,38.67,29,1087,174,430,174,4.3625,INLAND,158800
-121.29,38.68,20,1881,378,921,360,1.8589,INLAND,144000
-121.29,38.67,20,1992,363,889,346,3.6516,INLAND,130500
-121.25,38.72,15,6838,941,3166,926,5.2177,INLAND,162700
-121.27,38.71,16,4082,666,1912,652,4.4609,INLAND,142900
-121.25,38.71,14,3713,637,1845,635,4.3009,INLAND,143400
-121.26,38.7,9,7812,1348,3275,1178,4.3826,INLAND,146600
-121.17,38.69,5,7138,1227,2623,1139,5.6902,INLAND,243200
-121.19,38.71,11,4415,,1520,627,3.2321,INLAND,390800
-121.18,38.69,7,7104,970,2772,920,6.3528,INLAND,274500
-121.2,38.7,28,2970,471,1379,463,4.3214,INLAND,131700
-121.2,38.69,26,3077,607,1603,595,2.7174,INLAND,137500
-121.22,38.68,10,6262,1278,2954,1169,3.4506,INLAND,139000
-121.22,38.71,23,1843,273,818,276,4.4695,INLAND,214700
-121.23,38.71,18,4947,714,2227,675,4.8542,INLAND,170500
-121.23,38.69,19,5268,849,2357,849,3.9226,INLAND,148700
-121.23,38.67,27,5266,971,2432,948,3.8954,INLAND,133000
-121.24,38.67,28,3558,589,1742,581,4.0182,INLAND,131700
-121.2,38.68,9,2200,422,938,369,3.4896,INLAND,143800
-121.21,38.67,11,5500,956,2827,946,4.1071,INLAND,145800
-121.22,38.67,20,1412,226,700,227,4.05,INLAND,130700
-121.21,38.67,19,2987,626,1610,605,3.0533,INLAND,112100
-121.19,38.67,16,1754,284,773,277,4.817,INLAND,147000
-121.2,38.67,26,1546,287,773,299,2.9803,INLAND,115400
-121.2,38.67,10,3875,668,1632,593,4.6902,INLAND,171000
-121.19,38.66,26,1937,286,769,274,6.1185,INLAND,179200
-121.2,38.66,17,1605,217,732,241,5.47,INLAND,204800
-121.15,38.69,52,240,44,6675,29,6.1359,INLAND,225000
-121.17,38.71,15,3084,557,1040,562,2.5183,INLAND,293300
-121.17,38.68,37,1252,267,686,256,3,INLAND,121900
-121.18,38.67,42,2101,480,945,426,2.3333,INLAND,116000
-121.16,38.67,21,6198,1223,2827,1179,3.7796,INLAND,159000
-121.15,38.68,6,9798,1551,4583,1494,5.0159,INLAND,189600
-121.16,38.68,21,3517,667,1687,655,3.1161,INLAND,131600
-121.13,38.66,2,12360,1747,4438,1470,6.2503,INLAND,222500
-121.13,38.55,8,530,109,398,96,4.2031,INLAND,212500
-121.06,38.51,6,6873,959,2354,931,6.8869,INLAND,263100
-121.13,38.47,16,2574,441,1041,428,3.6645,INLAND,203400
-121.24,38.63,4,11021,1565,3857,1494,7.2582,INLAND,273200
-121.22,38.58,25,394,94,155,83,2.233,INLAND,55000
-121.28,38.55,35,7088,1279,4885,1272,2.6981,INLAND,112500
-121.31,38.59,35,3295,560,1454,536,3.1711,INLAND,101900
-121.32,38.59,21,9774,1777,4674,1712,3.6817,INLAND,136100
-121.32,38.59,24,4378,910,2149,812,2.5035,INLAND,123700
-121.29,38.61,17,13553,2474,6544,2359,3.9727,INLAND,132700
-121.3,38.61,25,2707,464,1423,490,4.3235,INLAND,116900
-121.3,38.6,32,9534,1819,4951,1710,3.3926,INLAND,103400
-121.27,38.62,13,2321,539,1066,497,2.7652,INLAND,95600
-121.28,38.61,22,2938,619,1501,561,2.7356,INLAND,96100
-121.28,38.61,23,2547,504,1235,469,2.4722,INLAND,103300
-121.29,38.61,26,1814,299,963,317,4.4519,INLAND,110500
-121.27,38.61,17,6663,1369,2840,1299,2.9452,INLAND,115600
-121.28,38.6,25,1122,198,564,213,3.1654,INLAND,111600
-121.28,38.6,17,1671,378,848,351,3.1194,INLAND,112500
-121.29,38.6,29,1276,225,600,223,4.0938,INLAND,109100
-121.32,38.57,15,3369,499,1733,470,5.31,INLAND,127500
-121.33,38.56,17,3608,682,1694,666,3.311,INLAND,109400
-121.32,38.57,25,692,146,504,167,3.6897,INLAND,101100
-121.32,38.56,18,1169,186,614,192,4.5766,INLAND,108700
-121.32,38.54,13,4715,1090,2420,1059,2.9693,INLAND,104400
-121.28,38.53,18,224,38,95,41,3.1042,INLAND,165000
-121.3,38.58,19,2653,680,1419,579,2.3787,INLAND,91300
-121.3,38.58,16,1537,,1125,375,2.6471,INLAND,90700
-121.31,38.58,10,2421,580,962,497,2.5035,INLAND,112500
-121.31,38.57,9,2748,521,1663,565,3.5192,INLAND,113300
-121.31,38.57,22,1229,253,733,250,2.5,INLAND,101600
-121.33,38.57,17,1621,350,706,338,2.3684,INLAND,150000
-121.28,38.59,3,4188,1136,2081,995,3.0481,INLAND,92500
-121.29,38.59,19,2460,470,1346,480,3.6563,INLAND,95600
-121.3,38.59,25,3002,718,1660,613,2.1116,INLAND,89600
-121.3,38.58,29,2748,563,1619,525,2.8966,INLAND,92400
-121.34,38.56,12,2975,628,1440,593,2.9896,INLAND,118600
-121.34,38.55,11,2838,498,1701,504,4.1447,INLAND,114000
-121.35,38.54,12,16239,3358,8656,3234,3.5691,INLAND,116300
-121.37,38.56,19,6308,1167,3012,1112,2.9464,INLAND,113500
-121.37,38.57,16,3895,896,1762,855,2.6635,INLAND,135800
-121.37,38.56,18,2129,363,815,347,2.7679,INLAND,118000
-121.36,38.57,26,1793,244,653,235,5.6485,INLAND,129500
-121.35,38.56,16,2629,491,1265,485,4.5066,INLAND,140200
-121.34,38.58,17,1605,258,748,262,5.0917,INLAND,134100
-121.34,38.57,14,5737,1008,2731,983,4.4602,INLAND,134500
-121.35,38.55,18,4481,780,2211,775,3.9934,INLAND,123300
-121.35,38.55,22,2607,411,1216,407,5.0427,INLAND,126900
-121.36,38.55,33,1191,198,554,191,2.8021,INLAND,118800
-121.35,38.56,16,2278,370,1203,371,5.0622,INLAND,132400
-121.36,38.56,17,6225,938,3064,947,5.2881,INLAND,138000
-121.37,38.55,21,2713,432,1287,440,4.5815,INLAND,125500
-121.36,38.56,20,1232,332,667,288,1.8288,INLAND,32500
-121.37,38.56,27,1827,509,852,450,2.0901,INLAND,52500
-121.3,38.51,19,822,134,457,133,4.15,INLAND,157500
-121.35,38.51,29,2337,391,1054,352,4.2206,INLAND,157700
-121.4,38.47,4,20982,3392,10329,3086,4.3658,INLAND,130600
-121.38,38.47,4,14418,2282,6578,2140,4.5604,INLAND,145900
-121.39,38.43,3,2696,384,990,316,5.4445,INLAND,237600
-121.27,38.44,19,2780,414,1320,404,5.8831,INLAND,209900
-121.35,38.46,2,6992,1132,2816,984,4.3879,INLAND,144400
-121.34,38.44,14,3205,465,1439,456,5.7452,INLAND,240900
-121.32,38.41,17,4401,655,1970,639,5.8239,INLAND,247500
-121.36,38.42,6,3254,465,1168,345,5.1811,INLAND,188400
-121.37,38.41,14,3727,685,1741,646,3.5625,INLAND,125700
-121.37,38.42,18,2643,502,1755,541,3.3281,INLAND,91200
-121.38,38.41,7,6091,921,2916,886,4.7557,INLAND,150400
-121.38,38.41,10,3425,629,1538,587,4.45,INLAND,138700
-121.38,38.4,15,4155,637,1722,616,4.8831,INLAND,154400
-121.37,38.39,15,1883,254,893,256,6.2575,INLAND,143500
-121.35,38.4,11,2322,459,1373,424,3.175,INLAND,94400
-121.36,38.4,18,4813,849,2333,843,4.175,INLAND,144400
-121.36,38.39,10,5121,763,2568,758,5.2447,INLAND,148100
-121.13,38.37,10,1034,153,478,155,7.0326,INLAND,241100
-121.2,38.36,14,2634,463,1402,432,3.8897,INLAND,175700
-121.22,38.4,14,2655,441,1277,422,4.6989,INLAND,213800
-121.22,38.43,20,2054,339,934,336,4.5368,INLAND,219300
-121.29,38.36,17,2193,386,1148,372,4.5272,INLAND,191700
-121.27,38.31,17,1144,202,626,178,4.4107,INLAND,151600
-121.1,38.33,14,1357,247,695,224,4.1974,INLAND,157800
-121.2,38.28,20,1732,307,999,305,3.9808,INLAND,160200
-121.26,38.27,20,1314,229,712,219,4.4125,INLAND,144600
-121.29,38.28,11,1554,260,793,233,4.8073,INLAND,156700
-121.35,38.28,17,2756,557,1986,530,3.2234,INLAND,82000
-121.33,38.28,14,980,171,659,183,4.4306,INLAND,170100
-121.31,38.28,16,1708,391,687,378,1.9485,INLAND,155400
-121.3,38.26,19,1403,276,901,290,3.215,INLAND,104600
-121.31,38.26,22,1768,396,1005,420,1.8846,INLAND,88300
-121.32,38.26,4,6125,1063,3077,953,4.1179,INLAND,134600
-121.3,38.25,27,2475,548,1703,517,2.5727,INLAND,86100
-121.48,38.46,8,10505,1777,6002,1694,4.0516,INLAND,121200
-121.42,38.47,11,5665,1507,3422,1299,2.3343,INLAND,97800
-121.43,38.46,18,1378,235,818,262,4.0625,INLAND,100300
-121.43,38.47,21,1787,291,988,301,4.35,INLAND,96200
-121.44,38.47,16,1215,223,787,233,4.1597,INLAND,95900
-121.44,38.47,5,5666,1178,3139,1131,3.3608,INLAND,108900
-121.44,38.46,10,4446,897,2499,884,3.5461,INLAND,103600
-121.44,38.43,3,39320,6210,16305,5358,4.9516,INLAND,153700
-121.41,38.34,24,1605,277,1966,250,3.0833,INLAND,162500
-121.45,38.37,32,1441,261,629,249,4.4519,INLAND,137500
-121.5,38.34,36,1212,255,569,256,2.0048,INLAND,72900
-121.54,38.29,47,1396,254,630,218,2.8616,INLAND,92500
-121.56,38.26,43,1906,327,996,314,2.9744,INLAND,136800
-121.51,38.26,52,910,212,429,212,1.6458,INLAND,52800
-121.57,38.19,36,1395,264,700,244,2.4353,INLAND,162500
